zipcode,county,state,negative_zipcode
27231,Orange County,NC,0
27233,Guilford County,NC,0
27235,Forsyth County,NC,0
27239,Davidson County,NC,0
27242,Moore County,NC,0
27243,Orange County,NC,0
27244,Alamance County,NC,0
27247,Montgomery County,NC,0
27248,Randolph County,NC,0
27249,Alamance County,NC,0
27252,Chatham County,NC,0
27253,Alamance County,NC,0
27256,Chatham County,NC,0
27258,Alamance County,NC,0
27259,Moore County,NC,0
27260,Guilford County,NC,0
27262,Davidson County,NC,0
27263,Guilford County,NC,0
27265,Davidson County,NC,0
27268,Guilford County,NC,0
27278,Durham County,NC,0
27281,Montgomery County,NC,0
27282,Guilford County,NC,0
27283,Guilford County,NC,0
27284,Davidson County,NC,0
27288,Rockingham County,NC,0
27291,Caswell County,NC,0
27292,Davidson County,NC,0
27295,Davidson County,NC,0
27298,Alamance County,NC,0
27299,Davidson County,NC,0
27301,Guilford County,NC,0
27302,Alamance County,NC,0
27305,Caswell County,NC,0
27306,Montgomery County,NC,0
27310,Guilford County,NC,0
27311,Caswell County,NC,0
27312,Chatham County,NC,0
27313,Guilford County,NC,0
27314,Caswell County,NC,0
27315,Caswell County,NC,0
27316,Randolph County,NC,0
27317,Guilford County,NC,0
27320,Caswell County,NC,0
27325,Chatham County,NC,0
27326,Caswell County,NC,0
27330,Chatham County,NC,0
27332,Chatham County,NC,0
27340,Alamance County,NC,0
27341,Montgomery County,NC,0
27342,Guilford County,NC,0
27343,Caswell County,NC,0
27344,Alamance County,NC,0
27349,Alamance County,NC,0
27350,Randolph County,NC,0
27351,Davidson County,NC,0
27355,Chatham County,NC,0
27356,Montgomery County,NC,0
27357,Forsyth County,NC,0
27358,Guilford County,NC,0
27360,Davidson County,NC,0
27370,Randolph County,NC,0
27371,Montgomery County,NC,0
27374,Davidson County,NC,0
27376,Moore County,NC,0
27377,Guilford County,NC,0
27379,Caswell County,NC,0
27401,Guilford County,NC,0
27403,Guilford County,NC,0
27405,Guilford County,NC,0
27406,Guilford County,NC,0
27407,Guilford County,NC,0
27408,Guilford County,NC,0
27409,Guilford County,NC,0
27410,Guilford County,NC,0
27411,Guilford County,NC,0
27412,Guilford County,NC,0
27455,Guilford County,NC,0
27501,Harnett County,NC,0
27502,Chatham County,NC,0
27503,Durham County,NC,0
27504,Harnett County,NC,0
27505,Harnett County,NC,0
27506,Harnett County,NC,0
27507,Granville County,NC,0
27508,Franklin County,NC,0
27509,Granville County,NC,0
27510,Orange County,NC,0
27511,Wake County,NC,0
27513,Wake County,NC,0
27514,Orange County,NC,0
27516,Chatham County,NC,0
27517,Chatham County,NC,0
27518,Wake County,NC,0
27519,Chatham County,NC,0
27520,Johnston County,NC,0
27521,Harnett County,NC,0
27522,Granville County,NC,0
27523,Chatham County,NC,0
27524,Johnston County,NC,0
27525,Franklin County,NC,0
27526,Harnett County,NC,0
27527,Johnston County,NC,0
27529,Johnston County,NC,0
27530,Wayne County,NC,0
27531,Wayne County,NC,0
27533,Wayne County,NC,0
27534,Greene County,NC,0
27536,Vance County,NC,0
27537,Franklin County,NC,0
27539,Wake County,NC,0
27540,Chatham County,NC,0
27541,Orange County,NC,0
27542,Johnston County,NC,0
27544,Franklin County,NC,0
27545,Wake County,NC,0
27546,Harnett County,NC,0
27549,Franklin County,NC,0
27551,Warren County,NC,0
27553,Vance County,NC,0
27555,Johnston County,NC,0
27556,Vance County,NC,0
27557,Franklin County,NC,0
27559,Chatham County,NC,0
27560,Durham County,NC,0
27562,Chatham County,NC,0
27563,Vance County,NC,0
27565,Granville County,NC,0
27568,Johnston County,NC,0
27569,Johnston County,NC,0
27570,Warren County,NC,0
27571,Wake County,NC,0
27572,Durham County,NC,0
27573,Person County,NC,0
27574,Granville County,NC,0
27576,Johnston County,NC,0
27577,Johnston County,NC,0
27581,Granville County,NC,0
27582,Granville County,NC,0
27583,Durham County,NC,0
27584,Vance County,NC,0
27587,Franklin County,NC,0
27589,Franklin County,NC,0
27591,Johnston County,NC,0
27592,Harnett County,NC,0
27593,Johnston County,NC,0
27594,Warren County,NC,0
27596,Franklin County,NC,0
27597,Franklin County,NC,0
27599,Orange County,NC,0
27601,Wake County,NC,0
27603,Johnston County,NC,0
27604,Wake County,NC,0
27605,Wake County,NC,0
27606,Wake County,NC,0
27607,Wake County,NC,0
27608,Wake County,NC,0
27609,Wake County,NC,0
27610,Johnston County,NC,0
27612,Wake County,NC,0
27613,Durham County,NC,0
27614,Wake County,NC,0
27615,Wake County,NC,0
27616,Wake County,NC,0
27617,Durham County,NC,0
27697,Wake County,NC,0
27701,Durham County,NC,0
27703,Durham County,NC,0
27704,Durham County,NC,0
27705,Durham County,NC,0
27707,Durham County,NC,0
27708,Durham County,NC,0
27709,Durham County,NC,0
27712,Durham County,NC,0
27713,Chatham County,NC,0
27801,Edgecombe County,NC,0
27803,Edgecombe County,NC,0
27804,Edgecombe County,NC,0
27805,Bertie County,NC,0
27806,Beaufort County,NC,0
27807,Nash County,NC,0
27808,Beaufort County,NC,0
27809,Edgecombe County,NC,0
27810,Beaufort County,NC,0
27812,Edgecombe County,NC,0
27813,Wilson County,NC,0
27814,Beaufort County,NC,0
27815,Edgecombe County,NC,0
27816,Franklin County,NC,0
27817,Beaufort County,NC,0
27818,Hertford County,NC,0
27819,Edgecombe County,NC,0
27820,Northampton County,NC,0
27821,Beaufort County,NC,0
27822,Edgecombe County,NC,0
27823,Halifax County,NC,0
27824,Hyde County,NC,1
27825,Martin County,NC,0
27826,Hyde County,NC,0
27827,Pitt County,NC,0
27828,Greene County,NC,0
27829,Edgecombe County,NC,0
27830,Wayne County,NC,0
27831,Northampton County,NC,0
27832,Northampton County,NC,0
27834,Edgecombe County,NC,0
27837,Beaufort County,NC,0
27839,Halifax County,NC,0
27840,Martin County,NC,0
27841,Martin County,NC,0
27842,Northampton County,NC,0
27843,Edgecombe County,NC,1
27844,Halifax County,NC,0
27845,Northampton County,NC,0
27846,Martin County,NC,0
27847,Bertie County,NC,0
27849,Bertie County,NC,0
27850,Halifax County,NC,0
27851,Wayne County,NC,0
27852,Edgecombe County,NC,0
27853,Northampton County,NC,0
27855,Hertford County,NC,0
27856,Nash County,NC,0
27857,Martin County,NC,0
27858,Pitt County,NC,0
27860,Beaufort County,NC,0
27861,Martin County,NC,0
27862,Northampton County,NC,0
27863,Greene County,NC,0
27864,Edgecombe County,NC,0
27865,Beaufort County,NC,0
27866,Northampton County,NC,0
27869,Bertie County,NC,0
27870,Halifax County,NC,0
27871,Beaufort County,NC,0
27872,Bertie County,NC,0
27873,Wilson County,NC,1
27874,Halifax County,NC,0
27875,Hyde County,NC,0
27876,Northampton County,NC,0
27877,Northampton County,NC,0
27878,Nash County,NC,0
27879,Pitt County,NC,0
27880,Nash County,NC,0
27881,Edgecombe County,NC,1
27882,Franklin County,NC,0
27883,Greene County,NC,0
27884,Pitt County,NC,0
27885,Hyde County,NC,0
27886,Edgecombe County,NC,0
27888,Greene County,NC,0
27889,Beaufort County,NC,0
27890,Halifax County,NC,0
27891,Edgecombe County,NC,0
27892,Martin County,NC,0
27893,Wilson County,NC,0
27896,Nash County,NC,0
27897,Hertford County,NC,0
27909,Camden County,NC,0
27910,Bertie County,NC,0
27915,Dare County,NC,0
27916,Currituck County,NC,0
27917,Currituck County,NC,1
27919,Chowan County,NC,0
27920,Dare County,NC,0
27921,Camden County,NC,0
27922,Hertford County,NC,0
27923,Currituck County,NC,0
27924,Bertie County,NC,0
27925,Tyrrell County,NC,0
27926,Gates County,NC,0
27927,Currituck County,NC,0
27928,Tyrrell County,NC,0
27929,Currituck County,NC,0
27932,Chowan County,NC,0
27935,Gates County,NC,0
27936,Dare County,NC,0
27937,Gates County,NC,0
27938,Gates County,NC,0
27939,Currituck County,NC,0
27941,Currituck County,NC,0
27942,Hertford County,NC,0
27943,Dare County,NC,0
27944,Chowan County,NC,0
27946,Chowan County,NC,0
27947,Currituck County,NC,0
27948,Dare County,NC,0
27949,Dare County,NC,0
27950,Currituck County,NC,0
27953,Dare County,NC,0
27954,Dare County,NC,0
27956,Currituck County,NC,0
27957,Bertie County,NC,0
27958,Currituck County,NC,0
27959,Dare County,NC,0
27960,Hyde County,NC,0
27962,Beaufort County,NC,0
27964,Currituck County,NC,0
27965,Currituck County,NC,0
27966,Currituck County,NC,0
27967,Bertie County,NC,0
27968,Dare County,NC,0
27969,Gates County,NC,0
27970,Washington County,NC,0
27973,Camden County,NC,0
27974,Camden County,NC,0
27976,Camden County,NC,0
27978,Dare County,NC,0
27979,Gates County,NC,0
27980,Chowan County,NC,0
27981,Dare County,NC,0
27983,Bertie County,NC,0
27985,Perquimans County,NC,0
27986,Hertford County,NC,0
28001,Stanly County,NC,0
28006,Gaston County,NC,0
28007,Anson County,NC,0
28009,Stanly County,NC,0
28012,Gaston County,NC,0
28016,Gaston County,NC,0
28017,Cleveland County,NC,0
28018,Rutherford County,NC,0
28019,Rutherford County,NC,0
28020,Cleveland County,NC,0
28021,Cleveland County,NC,0
28023,Rowan County,NC,0
28024,Rutherford County,NC,0
28025,Cabarrus County,NC,0
28027,Cabarrus County,NC,0
28031,Mecklenburg County,NC,0
28032,Gaston County,NC,0
28033,Gaston County,NC,0
28034,Gaston County,NC,0
28036,Cabarrus County,NC,0
28037,Catawba County,NC,0
28039,Rowan County,NC,0
28040,Cleveland County,NC,0
28041,Rowan County,NC,0
28042,Cleveland County,NC,0
28043,Rutherford County,NC,0
28052,Gaston County,NC,0
28054,Gaston County,NC,0
28056,Gaston County,NC,0
28071,Cabarrus County,NC,0
28072,Rowan County,NC,0
28073,Cleveland County,NC,0
28074,Rutherford County,NC,0
28075,Cabarrus County,NC,0
28076,Rutherford County,NC,0
28077,Gaston County,NC,0
28078,Cabarrus County,NC,0
28079,Mecklenburg County,NC,0
28080,Gaston County,NC,0
28081,Cabarrus County,NC,0
28083,Cabarrus County,NC,0
28086,Cleveland County,NC,0
28088,Rowan County,NC,0
28089,Cleveland County,NC,0
28090,Burke County,NC,0
28091,Anson County,NC,0
28092,Catawba County,NC,0
28097,Cabarrus County,NC,0
28098,Gaston County,NC,0
28101,Gaston County,NC,0
28102,Anson County,NC,0
28103,Anson County,NC,0
28104,Mecklenburg County,NC,0
28105,Mecklenburg County,NC,0
28107,Cabarrus County,NC,0
28108,Union County,NC,0
28109,Stanly County,NC,0
28110,Union County,NC,0
28112,Union County,NC,0
28114,Cleveland County,NC,0
28115,Iredell County,NC,0
28117,Iredell County,NC,0
28119,Anson County,NC,0
28120,Gaston County,NC,0
28124,Cabarrus County,NC,0
28125,Iredell County,NC,0
28127,Davidson County,NC,0
28128,Stanly County,NC,0
28129,Stanly County,NC,0
28133,Anson County,NC,0
28134,Mecklenburg County,NC,0
28135,Anson County,NC,0
28136,Cleveland County,NC,1
28137,Rowan County,NC,0
28138,Cabarrus County,NC,0
28139,Polk County,NC,0
28144,Rowan County,NC,0
28146,Rowan County,NC,0
28147,Rowan County,NC,0
28150,Cleveland County,NC,0
28152,Cleveland County,NC,0
28159,Rowan County,NC,0
28160,Rutherford County,NC,0
28163,Stanly County,NC,0
28164,Gaston County,NC,0
28166,Iredell County,NC,0
28167,McDowell County,NC,0
28168,Burke County,NC,0
28169,Cleveland County,NC,0
28170,Anson County,NC,0
28173,Union County,NC,0
28174,Union County,NC,0
28202,Mecklenburg County,NC,0
28203,Mecklenburg County,NC,0
28204,Mecklenburg County,NC,0
28205,Mecklenburg County,NC,0
28206,Mecklenburg County,NC,0
28207,Mecklenburg County,NC,0
28208,Mecklenburg County,NC,0
28209,Mecklenburg County,NC,0
28210,Mecklenburg County,NC,0
28211,Mecklenburg County,NC,0
28212,Mecklenburg County,NC,0
28213,Cabarrus County,NC,0
28214,Mecklenburg County,NC,0
28215,Cabarrus County,NC,0
28216,Mecklenburg County,NC,0
28217,Mecklenburg County,NC,0
28223,Mecklenburg County,NC,0
28226,Mecklenburg County,NC,0
28227,Mecklenburg County,NC,0
28244,Mecklenburg County,NC,0
28262,Cabarrus County,NC,0
28269,Cabarrus County,NC,0
28270,Mecklenburg County,NC,0
28273,Mecklenburg County,NC,0
28274,Mecklenburg County,NC,0
28277,Mecklenburg County,NC,0
28278,Mecklenburg County,NC,0
28280,Mecklenburg County,NC,0
28282,Mecklenburg County,NC,0
28301,Cumberland County,NC,0
28303,Cumberland County,NC,0
28304,Cumberland County,NC,0
28305,Cumberland County,NC,0
28306,Bladen County,NC,0
28307,Cumberland County,NC,0
28308,Cumberland County,NC,0
28310,Cumberland County,NC,0
28311,Cumberland County,NC,0
28312,Bladen County,NC,0
28314,Cumberland County,NC,0
28315,Hoke County,NC,0
28318,Cumberland County,NC,0
28320,Bladen County,NC,0
28323,Harnett County,NC,0
28325,Duplin County,NC,0
28326,Harnett County,NC,0
28327,Moore County,NC,0
28328,Sampson County,NC,0
28330,Richmond County,NC,1
28331,Cumberland County,NC,0
28332,Bladen County,NC,0
28333,Wayne County,NC,0
28334,Cumberland County,NC,0
28337,Bladen County,NC,0
28338,Montgomery County,NC,0
28339,Harnett County,NC,0
28340,Robeson County,NC,0
28341,Duplin County,NC,0
28342,Cumberland County,NC,0
28343,Scotland County,NC,0
28344,Cumberland County,NC,0
28345,Richmond County,NC,0
28347,Moore County,NC,0
28348,Cumberland County,NC,0
28349,Duplin County,NC,0
28350,Moore County,NC,0
28351,Richmond County,NC,0
28352,Robeson County,NC,0
28355,Lee County,NC,0
28356,Cumberland County,NC,0
28357,Hoke County,NC,0
28358,Robeson County,NC,0
28359,Robeson County,NC,0
28360,Robeson County,NC,0
28362,Robeson County,NC,1
28363,Richmond County,NC,0
28364,Hoke County,NC,0
28365,Duplin County,NC,0
28366,Johnston County,NC,0
28367,Richmond County,NC,1
28368,Harnett County,NC,0
28369,Robeson County,NC,0
28371,Cumberland County,NC,0
28372,Robeson County,NC,0
28373,Moore County,NC,0
28374,Moore County,NC,0
28375,Robeson County,NC,0
28376,Hoke County,NC,0
28377,Hoke County,NC,0
28378,Robeson County,NC,0
28379,Richmond County,NC,0
28382,Bladen County,NC,0
28383,Robeson County,NC,0
28384,Bladen County,NC,0
28385,Sampson County,NC,0
28386,Hoke County,NC,0
28387,Moore County,NC,0
28390,Cumberland County,NC,0
28391,Cumberland County,NC,0
28392,Bladen County,NC,0
28393,Duplin County,NC,0
28394,Moore County,NC,0
28395,Cumberland County,NC,0
28396,Scotland County,NC,0
28398,Duplin County,NC,0
28399,Bladen County,NC,0
28401,Brunswick County,NC,0
28403,New Hanover County,NC,0
28405,New Hanover County,NC,0
28409,New Hanover County,NC,0
28411,New Hanover County,NC,0
28412,New Hanover County,NC,0
28420,Brunswick County,NC,0
28421,Pender County,NC,0
28422,Brunswick County,NC,0
28423,Bladen County,NC,0
28424,Columbus County,NC,0
28425,Pender County,NC,0
28428,New Hanover County,NC,0
28429,New Hanover County,NC,0
28430,Columbus County,NC,0
28431,Columbus County,NC,0
28432,Columbus County,NC,0
28433,Bladen County,NC,0
28434,Bladen County,NC,0
28435,Bladen County,NC,0
28436,Brunswick County,NC,0
28438,Bladen County,NC,0
28439,Columbus County,NC,0
28441,Bladen County,NC,0
28442,Columbus County,NC,0
28443,Pender County,NC,0
28444,Bladen County,NC,0
28445,Onslow County,NC,0
28447,Bladen County,NC,0
28448,Bladen County,NC,0
28449,New Hanover County,NC,0
28450,Columbus County,NC,0
28451,Brunswick County,NC,0
28452,Brunswick County,NC,1
28453,Duplin County,NC,0
28454,Onslow County,NC,0
28455,Columbus County,NC,0
28456,Bladen County,NC,0
28457,Pender County,NC,0
28458,Duplin County,NC,0
28460,Onslow County,NC,0
28461,Brunswick County,NC,0
28462,Brunswick County,NC,0
28463,Columbus County,NC,0
28464,Duplin County,NC,0
28465,Brunswick County,NC,0
28466,Duplin County,NC,0
28467,Brunswick County,NC,0
28468,Brunswick County,NC,0
28469,Brunswick County,NC,0
28470,Brunswick County,NC,0
28472,Columbus County,NC,0
28478,Duplin County,NC,0
28479,Brunswick County,NC,0
28480,New Hanover County,NC,0
28501,Craven County,NC,0
28504,Jones County,NC,0
28508,Duplin County,NC,0
28509,Pamlico County,NC,0
28510,Pamlico County,NC,0
28511,Carteret County,NC,0
28512,Carteret County,NC,0
28513,Greene County,NC,0
28515,Pamlico County,NC,0
28516,Carteret County,NC,0
28518,Duplin County,NC,0
28519,Craven County,NC,0
28520,Carteret County,NC,0
28521,Duplin County,NC,0
28523,Craven County,NC,0
28524,Carteret County,NC,0
28525,Duplin County,NC,0
28526,Craven County,NC,0
28527,Craven County,NC,0
28528,Carteret County,NC,0
28529,Pamlico County,NC,0
28530,Craven County,NC,0
28531,Carteret County,NC,0
28532,Carteret County,NC,0
28533,Craven County,NC,0
28537,Pamlico County,NC,0
28538,Greene County,NC,0
28539,Onslow County,NC,0
28540,Onslow County,NC,0
28542,Onslow County,NC,0
28543,Onslow County,NC,0
28544,Onslow County,NC,0
28546,Onslow County,NC,0
28547,Onslow County,NC,0
28551,Greene County,NC,0
28552,Pamlico County,NC,0
28553,Carteret County,NC,0
28554,Greene County,NC,0
28555,Jones County,NC,0
28556,Pamlico County,NC,0
28557,Carteret County,NC,0
28560,Craven County,NC,0
28562,Craven County,NC,0
28570,Carteret County,NC,0
28571,Pamlico County,NC,0
28572,Duplin County,NC,0
28573,Craven County,NC,0
28574,Duplin County,NC,0
28575,Carteret County,NC,0
28577,Carteret County,NC,0
28578,Duplin County,NC,0
28579,Carteret County,NC,0
28580,Greene County,NC,0
28581,Carteret County,NC,0
28582,Carteret County,NC,0
28584,Carteret County,NC,0
28585,Jones County,NC,0
28586,Beaufort County,NC,0
28587,Pamlico County,NC,0
28590,Pitt County,NC,0
28594,Carteret County,NC,0
28601,Alexander County,NC,0
28602,Burke County,NC,0
28604,Avery County,NC,0
28605,Avery County,NC,0
28606,Caldwell County,NC,0
28607,Watauga County,NC,0
28609,Catawba County,NC,0
28610,Catawba County,NC,0
28611,Avery County,NC,1
28612,Burke County,NC,0
28613,Catawba County,NC,0
28615,Ashe County,NC,0
28616,Avery County,NC,0
28617,Ashe County,NC,0
28618,Ashe County,NC,0
28619,Burke County,NC,0
28621,Surry County,NC,0
28622,Avery County,NC,0
28623,Alleghany County,NC,0
28624,Caldwell County,NC,0
28625,Alexander County,NC,0
28626,Ashe County,NC,0
28627,Alleghany County,NC,0
28628,Burke County,NC,0
28629,Ashe County,NC,0
28630,Alexander County,NC,0
28631,Alleghany County,NC,0
28634,Davie County,NC,0
28635,Wilkes County,NC,0
28636,Alexander County,NC,0
28637,Burke County,NC,0
28638,Caldwell County,NC,0
28640,Ashe County,NC,0
28641,Burke County,NC,0
28642,Wilkes County,NC,0
28643,Ashe County,NC,0
28644,Alleghany County,NC,0
28645,Burke County,NC,0
28646,Avery County,NC,0
28649,Wilkes County,NC,0
28650,Catawba County,NC,0
28651,Wilkes County,NC,0
28652,Avery County,NC,0
28653,Avery County,NC,0
28654,Alexander County,NC,0
28655,Buncombe County,NC,0
28657,Avery County,NC,0
28658,Catawba County,NC,0
28659,Wilkes County,NC,0
28660,Iredell County,NC,0
28662,Avery County,NC,0
28663,Alleghany County,NC,0
28664,Avery County,NC,0
28665,Wilkes County,NC,0
28666,Burke County,NC,0
28667,Caldwell County,NC,0
28668,Alleghany County,NC,0
28669,Surry County,NC,0
28670,Wilkes County,NC,0
28671,Burke County,NC,0
28672,Alleghany County,NC,0
28673,Catawba County,NC,0
28675,Alleghany County,NC,0
28676,Surry County,NC,0
28677,Iredell County,NC,0
28678,Alexander County,NC,0
28679,Avery County,NC,0
28681,Alexander County,NC,0
28682,Catawba County,NC,0
28683,Surry County,NC,0
28684,Ashe County,NC,0
28685,Wilkes County,NC,0
28689,Alexander County,NC,0
28690,Burke County,NC,0
28692,Watauga County,NC,0
28693,Ashe County,NC,0
28694,Ashe County,NC,0
28697,Wilkes County,NC,0
28698,Ashe County,NC,0
28701,Buncombe County,NC,0
28702,Graham County,NC,0
28704,Buncombe County,NC,0
28705,Avery County,NC,0
28707,Jackson County,NC,0
28708,Transylvania County,NC,0
28709,Buncombe County,NC,0
28710,Henderson County,NC,0
28711,Buncombe County,NC,0
28712,Transylvania County,NC,0
28713,Macon County,NC,0
28714,Buncombe County,NC,0
28715,Buncombe County,NC,0
28716,Buncombe County,NC,0
28717,Jackson County,NC,0
28718,Transylvania County,NC,0
28719,Haywood County,NC,0
28720,Rutherford County,NC,0
28721,Buncombe County,NC,0
28722,Polk County,NC,0
28723,Haywood County,NC,0
28725,Jackson County,NC,0
28726,Henderson County,NC,0
28729,Henderson County,NC,0
28730,Buncombe County,NC,0
28731,Henderson County,NC,0
28732,Buncombe County,NC,0
28733,Graham County,NC,0
28734,Clay County,NC,0
28735,Henderson County,NC,0
28736,Jackson County,NC,0
28739,Henderson County,NC,0
28740,Mitchell County,NC,0
28741,Jackson County,NC,0
28742,Henderson County,NC,0
28743,Haywood County,NC,0
28745,Haywood County,NC,0
28746,Rutherford County,NC,0
28747,Jackson County,NC,0
28748,Buncombe County,NC,0
28749,McDowell County,NC,0
28751,Haywood County,NC,0
28752,McDowell County,NC,0
28753,Buncombe County,NC,0
28754,Madison County,NC,0
28755,Yancey County,NC,0
28756,Henderson County,NC,0
28757,Buncombe County,NC,0
28758,Henderson County,NC,0
28759,Buncombe County,NC,0
28761,Burke County,NC,0
28762,Buncombe County,NC,0
28763,Macon County,NC,0
28766,Henderson County,NC,0
28768,Henderson County,NC,0
28770,Buncombe County,NC,0
28771,Graham County,NC,0
28772,Transylvania County,NC,0
28773,Henderson County,NC,0
28774,Jackson County,NC,0
28775,Macon County,NC,0
28777,Avery County,NC,0
28778,Buncombe County,NC,0
28779,Haywood County,NC,0
28781,Macon County,NC,0
28782,Polk County,NC,0
28783,Jackson County,NC,0
28785,Haywood County,NC,0
28786,Haywood County,NC,0
28787,Buncombe County,NC,0
28788,Jackson County,NC,0
28789,Jackson County,NC,0
28790,Henderson County,NC,0
28791,Buncombe County,NC,0
28792,Buncombe County,NC,0
28801,Buncombe County,NC,0
28803,Buncombe County,NC,0
28804,Buncombe County,NC,0
28805,Buncombe County,NC,0
28806,Buncombe County,NC,0
28901,Cherokee County,NC,0
28902,Cherokee County,NC,0
28904,Clay County,NC,0
28905,Cherokee County,NC,0
28906,Cherokee County,NC,0
28909,Clay County,NC,0
29001,Clarendon County,SC,0
29003,Bamberg County,SC,0
29006,Aiken County,SC,0
29009,Chesterfield County,SC,0
29010,Kershaw County,SC,0
29014,Chester County,SC,0
29015,Fairfield County,SC,0
29016,Fairfield County,SC,0
29018,Dorchester County,SC,0
29020,Kershaw County,SC,0
29030,Calhoun County,SC,0
29031,Chester County,SC,0
29032,Kershaw County,SC,0
29033,Lexington County,SC,0
29036,Lexington County,SC,0
29037,Laurens County,SC,0
29038,Bamberg County,SC,0
29039,Orangeburg County,SC,0
29040,Lee County,SC,0
29042,Bamberg County,SC,0
29044,Richland County,SC,0
29045,Fairfield County,SC,0
29046,Lee County,SC,0
29047,Calhoun County,SC,0
29048,Orangeburg County,SC,0
29051,Clarendon County,SC,0
29052,Richland County,SC,0
29053,Calhoun County,SC,0
29054,Lexington County,SC,0
29055,Chester County,SC,0
29056,Clarendon County,SC,0
29058,Kershaw County,SC,0
29059,Berkeley County,SC,0
29061,Richland County,SC,0
29062,Sumter County,SC,0
29063,Lexington County,SC,0
29065,Fairfield County,SC,0
29067,Kershaw County,SC,0
29069,Darlington County,SC,0
29070,Lexington County,SC,0
29072,Lexington County,SC,0
29073,Lexington County,SC,0
29074,Kershaw County,SC,0
29075,Lexington County,SC,0
29078,Kershaw County,SC,0
29079,Darlington County,SC,0
29080,Lee County,SC,0
29081,Bamberg County,SC,0
29082,Bamberg County,SC,0
29101,Chesterfield County,SC,0
29102,Clarendon County,SC,0
29104,Lee County,SC,0
29105,Aiken County,SC,0
29107,Orangeburg County,SC,0
29108,Newberry County,SC,0
29111,Clarendon County,SC,0
29112,Calhoun County,SC,0
29113,Orangeburg County,SC,0
29114,Clarendon County,SC,0
29115,Orangeburg County,SC,0
29117,Orangeburg County,SC,0
29118,Calhoun County,SC,0
29122,Newberry County,SC,0
29123,Lexington County,SC,0
29125,Clarendon County,SC,0
29126,Newberry County,SC,0
29127,Newberry County,SC,0
29128,Kershaw County,SC,0
29129,Aiken County,SC,0
29130,Fairfield County,SC,0
29133,Orangeburg County,SC,0
29135,Calhoun County,SC,0
29137,Aiken County,SC,0
29138,Edgefield County,SC,0
29142,Orangeburg County,SC,0
29145,Newberry County,SC,0
29146,Aiken County,SC,0
29148,Clarendon County,SC,0
29150,Sumter County,SC,0
29152,Sumter County,SC,0
29153,Lee County,SC,0
29154,Sumter County,SC,0
29160,Calhoun County,SC,0
29161,Darlington County,SC,0
29162,Clarendon County,SC,0
29163,Orangeburg County,SC,0
29164,Aiken County,SC,0
29166,Saluda County,SC,0
29168,Sumter County,SC,0
29169,Lexington County,SC,0
29170,Lexington County,SC,0
29172,Lexington County,SC,0
29175,Kershaw County,SC,0
29177,Richland County,SC,0
29178,Laurens County,SC,0
29180,Fairfield County,SC,0
29201,Richland County,SC,0
29203,Richland County,SC,0
29204,Richland County,SC,0
29205,Richland County,SC,0
29206,Richland County,SC,0
29207,Richland County,SC,0
29208,Richland County,SC,0
29209,Richland County,SC,0
29210,Lexington County,SC,0
29212,Lexington County,SC,0
29223,Richland County,SC,0
29225,Richland County,SC,0
29229,Richland County,SC,0
29301,Spartanburg County,SC,0
29302,Spartanburg County,SC,0
29303,Spartanburg County,SC,0
29306,Cherokee County,SC,0
29307,Cherokee County,SC,0
29316,Spartanburg County,SC,0
29320,Spartanburg County,SC,0
29321,Union County,SC,0
29322,Greenville County,SC,0
29323,Cherokee County,SC,0
29324,Spartanburg County,SC,0
29325,Laurens County,SC,0
29329,Spartanburg County,SC,0
29330,Cherokee County,SC,0
29331,Spartanburg County,SC,0
29332,Laurens County,SC,0
29333,Spartanburg County,SC,0
29334,Spartanburg County,SC,0
29335,Laurens County,SC,0
29338,Spartanburg County,SC,0
29340,Cherokee County,SC,0
29341,Cherokee County,SC,0
29346,Spartanburg County,SC,0
29349,Spartanburg County,SC,0
29351,Laurens County,SC,0
29353,Union County,SC,0
29355,Laurens County,SC,0
29356,Greenville County,SC,0
29360,Laurens County,SC,0
29364,Union County,SC,0
29365,Spartanburg County,SC,0
29368,Spartanburg County,SC,0
29369,Spartanburg County,SC,0
29370,Laurens County,SC,0
29372,Cherokee County,SC,0
29373,Spartanburg County,SC,1
29374,Spartanburg County,SC,0
29375,Spartanburg County,SC,1
29376,Spartanburg County,SC,0
29377,Spartanburg County,SC,1
29378,Spartanburg County,SC,0
29379,Union County,SC,0
29384,Laurens County,SC,0
29385,Spartanburg County,SC,0
29388,Laurens County,SC,0
29401,Charleston County,SC,0
29403,Charleston County,SC,0
29404,Charleston County,SC,0
29405,Charleston County,SC,0
29406,Berkeley County,SC,0
29407,Charleston County,SC,0
29409,Charleston County,SC,0
29410,Berkeley County,SC,0
29412,Charleston County,SC,0
29414,Charleston County,SC,0
29418,Charleston County,SC,0
29420,Charleston County,SC,0
29424,Charleston County,SC,0
29425,Charleston County,SC,0
29426,Charleston County,SC,0
29429,Charleston County,SC,0
29431,Berkeley County,SC,0
29432,Bamberg County,SC,0
29434,Berkeley County,SC,0
29435,Colleton County,SC,0
29436,Berkeley County,SC,0
29437,Dorchester County,SC,0
29438,Charleston County,SC,0
29439,Charleston County,SC,0
29440,Georgetown County,SC,0
29445,Berkeley County,SC,0
29446,Colleton County,SC,0
29448,Dorchester County,SC,0
29449,Charleston County,SC,0
29450,Berkeley County,SC,0
29451,Charleston County,SC,0
29452,Colleton County,SC,0
29453,Berkeley County,SC,0
29455,Charleston County,SC,0
29456,Berkeley County,SC,0
29458,Charleston County,SC,0
