zipcode,county,state,negative_zipcode
601,Adjuntas Municipio,PR,1
602,Aguada Municipio,PR,0
603,Aguadilla Municipio,PR,0
606,Maricao Municipio,PR,0
610,Anasco Municipio,PR,0
611,Utuado Municipio,PR,0
612,Arecibo Municipio,PR,0
616,Arecibo Municipio,PR,0
617,Barceloneta Municipio,PR,0
622,Cabo Rojo Municipio,PR,0
623,Cabo Rojo Municipio,PR,0
624,Guayanilla Municipio,PR,0
627,Camuy Municipio,PR,0
631,Lares Municipio,PR,1
637,Sabana Grande Municipio,PR,0
638,Ciales Municipio,PR,0
641,Ponce Municipio,PR,0
646,Dorado Municipio,PR,0
647,Guanica Municipio,PR,0
650,Arecibo Municipio,PR,0
652,Arecibo Municipio,PR,0
653,Guanica Municipio,PR,1
656,Guayanilla Municipio,PR,0
659,Hatillo Municipio,PR,0
660,Hormigueros Municipio,PR,0
662,Isabela Municipio,PR,0
664,Jayuya Municipio,PR,0
667,Cabo Rojo Municipio,PR,1
669,Lares Municipio,PR,0
670,Las Marias Municipio,PR,0
674,Manati Municipio,PR,0
676,Moca Municipio,PR,0
677,Anasco Municipio,PR,0
678,Quebradillas Municipio,PR,0
680,Cabo Rojo Municipio,PR,0
682,Mayaguez Municipio,PR,0
683,Mayaguez Municipio,PR,0
685,Moca Municipio,PR,0
687,Manati Municipio,PR,0
688,Arecibo Municipio,PR,0
690,Aguadilla Municipio,PR,0
692,Morovis Municipio,PR,0
693,Manati Municipio,PR,0
694,Vega Baja Municipio,PR,0
698,Yauco Municipio,PR,0
703,Aguas Buenas Municipio,PR,0
704,Salinas Municipio,PR,0
705,Aibonito Municipio,PR,0
707,Maunabo Municipio,PR,0
714,Arroyo Municipio,PR,0
715,Ponce Municipio,PR,1
716,Ponce Municipio,PR,0
717,Ponce Municipio,PR,0
718,Naguabo Municipio,PR,0
719,Naranjito Municipio,PR,0
720,Juana Diaz Municipio,PR,0
723,Caguas Municipio,PR,0
725,Caguas Municipio,PR,0
727,Caguas Municipio,PR,0
728,Ponce Municipio,PR,0
729,Canovanas Municipio,PR,0
730,Ponce Municipio,PR,0
731,Ponce Municipio,PR,0
735,Ceiba Municipio,PR,0
736,Caguas Municipio,PR,0
738,Fajardo Municipio,PR,0
739,Caguas Municipio,PR,0
740,Fajardo Municipio,PR,0
741,Humacao Municipio,PR,0
745,Canovanas Municipio,PR,0
751,Salinas Municipio,PR,0
754,Caguas Municipio,PR,0
757,Salinas Municipio,PR,0
765,Vieques Municipio,PR,1
766,Juana Diaz Municipio,PR,0
767,Yabucoa Municipio,PR,0
769,Coamo Municipio,PR,0
771,Las Piedras Municipio,PR,0
772,Loiza Municipio,PR,0
773,Luquillo Municipio,PR,0
775,Culebra Municipio,PR,0
777,Gurabo Municipio,PR,0
778,Bayamon Municipio,PR,0
780,Ponce Municipio,PR,0
782,Bayamon Municipio,PR,0
783,Corozal Municipio,PR,0
784,Guayama Municipio,PR,0
786,Aibonito Municipio,PR,0
791,Humacao Municipio,PR,0
794,Barranquitas Municipio,PR,0
795,Juana Diaz Municipio,PR,0
901,Bayamon Municipio,PR,0
907,San Juan Municipio,PR,0
909,Catano Municipio,PR,0
911,San Juan Municipio,PR,0
912,San Juan Municipio,PR,0
913,San Juan Municipio,PR,1
915,San Juan Municipio,PR,1
917,Bayamon Municipio,PR,0
918,San Juan Municipio,PR,0
920,Bayamon Municipio,PR,0
921,Bayamon Municipio,PR,0
923,San Juan Municipio,PR,0
924,Bayamon Municipio,PR,0
925,Bayamon Municipio,PR,0
926,Bayamon Municipio,PR,0
927,San Juan Municipio,PR,0
934,Bayamon Municipio,PR,0
949,Toa Alta Municipio,PR,0
950,Toa Baja Municipio,PR,0
951,Toa Baja Municipio,PR,0
952,Toa Baja Municipio,PR,0
953,Bayamon Municipio,PR,0
956,Bayamon Municipio,PR,0
957,Bayamon Municipio,PR,0
959,Bayamon Municipio,PR,0
960,Bayamon Municipio,PR,0
961,Bayamon Municipio,PR,0
962,Bayamon Municipio,PR,0
965,Guaynabo Municipio,PR,1
966,Guaynabo Municipio,PR,0
968,Guaynabo Municipio,PR,0
969,Bayamon Municipio,PR,0
971,Guaynabo Municipio,PR,0
976,Bayamon Municipio,PR,0
979,Canovanas Municipio,PR,0
982,Carolina Municipio,PR,0
983,Carolina Municipio,PR,0
985,Carolina Municipio,PR,0
987,Carolina Municipio,PR,0
1001,Hampden County,MA,0
1002,Franklin County,MA,0
1003,Hampshire County,MA,0
1005,Worcester County,MA,0
1007,Hampshire County,MA,0
1008,Berkshire County,MA,0
1009,Hampden County,MA,0
1010,Hampden County,MA,0
1011,Berkshire County,MA,0
1012,Hampshire County,MA,0
1013,Hampden County,MA,0
1020,Hampden County,MA,0
1022,Hampden County,MA,0
1026,Berkshire County,MA,0
1027,Hampshire County,MA,0
1028,Hampden County,MA,0
1029,Berkshire County,MA,0
1030,Hampden County,MA,0
1031,Worcester County,MA,0
1032,Hampshire County,MA,0
1033,Hampden County,MA,0
1034,Hampden County,MA,0
1035,Hampshire County,MA,0
1036,Hampden County,MA,0
1037,Worcester County,MA,0
1038,Hampshire County,MA,0
1039,Franklin County,MA,0
1040,Hampden County,MA,0
1050,Hampden County,MA,0
1053,Hampshire County,MA,0
1054,Franklin County,MA,0
1056,Hampden County,MA,0
1057,Hampden County,MA,0
1060,Hampshire County,MA,0
1062,Hampshire County,MA,0
1063,Hampshire County,MA,0
1066,Hampshire County,MA,1
1068,Worcester County,MA,0
1069,Hampden County,MA,0
1070,Berkshire County,MA,0
1071,Hampden County,MA,0
1072,Franklin County,MA,0
1073,Hampden County,MA,0
1074,Worcester County,MA,0
1075,Hampshire County,MA,0
1077,Hampden County,MA,0
1079,Hampden County,MA,0
1080,Hampden County,MA,0
1081,Hampden County,MA,0
1082,Hampden County,MA,0
1083,Worcester County,MA,0
1084,Hampshire County,MA,0
1085,Hampden County,MA,0
1088,Hampshire County,MA,0
1089,Hampden County,MA,0
1092,Worcester County,MA,0
1093,Franklin County,MA,0
1094,Worcester County,MA,0
1095,Hampden County,MA,0
1096,Franklin County,MA,0
1098,Hampshire County,MA,0
1103,Hampden County,MA,0
1104,Hampden County,MA,0
1105,Hampden County,MA,0
1106,Hampden County,MA,0
1107,Hampden County,MA,0
1108,Hampden County,MA,0
1109,Hampden County,MA,0
1118,Hampden County,MA,0
1119,Hampden County,MA,0
1128,Hampden County,MA,0
1129,Hampden County,MA,0
1144,Hampden County,MA,0
1151,Hampden County,MA,0
1201,Berkshire County,MA,0
1220,Berkshire County,MA,0
1222,Berkshire County,MA,0
1223,Berkshire County,MA,0
1224,Berkshire County,MA,0
1225,Berkshire County,MA,0
1226,Berkshire County,MA,0
1229,Berkshire County,MA,0
1230,Berkshire County,MA,0
1235,Berkshire County,MA,0
1236,Berkshire County,MA,0
1237,Berkshire County,MA,0
1238,Berkshire County,MA,0
1240,Berkshire County,MA,0
1242,Berkshire County,MA,0
1243,Hampshire County,MA,0
1244,Berkshire County,MA,0
1245,Berkshire County,MA,0
1247,Berkshire County,MA,0
1253,Berkshire County,MA,0
1254,Berkshire County,MA,0
1255,Berkshire County,MA,0
1256,Berkshire County,MA,0
1257,Berkshire County,MA,0
1258,Berkshire County,MA,0
1259,Berkshire County,MA,0
1260,Berkshire County,MA,0
1262,Berkshire County,MA,0
1264,Berkshire County,MA,0
1266,Berkshire County,MA,0
1267,Berkshire County,MA,0
1270,Berkshire County,MA,0
1301,Franklin County,MA,0
1330,Franklin County,MA,0
1331,Franklin County,MA,0
1337,Franklin County,MA,0
1338,Franklin County,MA,0
1339,Franklin County,MA,0
1340,Franklin County,MA,0
1341,Franklin County,MA,0
1342,Franklin County,MA,0
1343,Berkshire County,MA,0
1344,Franklin County,MA,0
1346,Franklin County,MA,0
1347,Franklin County,MA,0
1349,Franklin County,MA,0
1350,Franklin County,MA,0
1351,Franklin County,MA,0
1354,Franklin County,MA,0
1355,Franklin County,MA,0
1360,Franklin County,MA,0
1364,Franklin County,MA,0
1366,Worcester County,MA,0
1367,Berkshire County,MA,0
1368,Worcester County,MA,0
1370,Franklin County,MA,0
1373,Franklin County,MA,0
1375,Franklin County,MA,0
1376,Franklin County,MA,0
1378,Franklin County,MA,0
1379,Franklin County,MA,0
1380,Franklin County,MA,0
1420,Worcester County,MA,0
1430,Worcester County,MA,0
1431,Middlesex County,MA,0
1432,Middlesex County,MA,0
1434,Middlesex County,MA,0
1436,Worcester County,MA,0
1438,Worcester County,MA,0
1440,Worcester County,MA,0
1450,Middlesex County,MA,0
1451,Middlesex County,MA,0
1452,Worcester County,MA,0
1453,Worcester County,MA,0
1460,Middlesex County,MA,0
1462,Middlesex County,MA,0
1463,Middlesex County,MA,0
1464,Middlesex County,MA,0
1468,Worcester County,MA,0
1469,Middlesex County,MA,0
1473,Worcester County,MA,0
1474,Middlesex County,MA,0
1475,Worcester County,MA,0
1501,Worcester County,MA,0
1503,Worcester County,MA,0
1504,Norfolk County,MA,0
1505,Worcester County,MA,0
1506,Worcester County,MA,0
1507,Worcester County,MA,0
1510,Worcester County,MA,0
1515,Worcester County,MA,0
1516,Worcester County,MA,0
1518,Worcester County,MA,0
1519,Worcester County,MA,0
1520,Worcester County,MA,0
1521,Hampden County,MA,0
1522,Worcester County,MA,0
1523,Worcester County,MA,0
1524,Worcester County,MA,0
1525,Worcester County,MA,1
1527,Worcester County,MA,0
1529,Worcester County,MA,0
1531,Worcester County,MA,0
1532,Middlesex County,MA,0
1534,Worcester County,MA,0
1535,Worcester County,MA,0
1536,Worcester County,MA,0
1537,Worcester County,MA,0
1540,Worcester County,MA,0
1541,Worcester County,MA,0
1542,Worcester County,MA,0
1543,Worcester County,MA,0
1545,Worcester County,MA,0
1550,Worcester County,MA,0
1560,Worcester County,MA,0
1561,Worcester County,MA,0
1562,Worcester County,MA,0
1564,Worcester County,MA,0
1566,Worcester County,MA,0
1568,Worcester County,MA,0
1569,Worcester County,MA,0
1570,Worcester County,MA,0
1571,Worcester County,MA,0
1581,Worcester County,MA,0
1583,Worcester County,MA,0
1585,Worcester County,MA,0
1588,Worcester County,MA,0
1590,Worcester County,MA,0
1602,Worcester County,MA,0
1603,Worcester County,MA,0
1604,Worcester County,MA,0
1605,Worcester County,MA,0
1606,Worcester County,MA,0
1607,Worcester County,MA,0
1608,Worcester County,MA,0
1609,Worcester County,MA,0
1610,Worcester County,MA,0
1611,Worcester County,MA,0
1612,Worcester County,MA,0
1701,Middlesex County,MA,0
1702,Middlesex County,MA,0
1718,Middlesex County,MA,0
1719,Middlesex County,MA,0
1720,Middlesex County,MA,0
1721,Middlesex County,MA,0
1730,Middlesex County,MA,0
1731,Middlesex County,MA,0
1740,Worcester County,MA,0
1741,Middlesex County,MA,0
1742,Middlesex County,MA,0
1745,Worcester County,MA,0
1746,Middlesex County,MA,0
1747,Worcester County,MA,0
1748,Middlesex County,MA,0
1749,Middlesex County,MA,0
1752,Middlesex County,MA,0
1754,Middlesex County,MA,0
1756,Norfolk County,MA,0
1757,Worcester County,MA,0
1760,Middlesex County,MA,0
1770,Middlesex County,MA,0
1772,Worcester County,MA,0
1773,Middlesex County,MA,0
1775,Middlesex County,MA,0
1776,Middlesex County,MA,0
1778,Middlesex County,MA,0
1801,Middlesex County,MA,0
1803,Middlesex County,MA,0
1810,Essex County,MA,0
1821,Middlesex County,MA,0
1824,Middlesex County,MA,0
1826,Essex County,MA,0
1827,Middlesex County,MA,0
1830,Essex County,MA,0
1832,Essex County,MA,0
1833,Essex County,MA,0
1834,Essex County,MA,0
1835,Essex County,MA,0
1840,Essex County,MA,0
1841,Essex County,MA,0
1843,Essex County,MA,0
1844,Essex County,MA,0
1845,Essex County,MA,0
1850,Middlesex County,MA,0
1851,Middlesex County,MA,0
1852,Middlesex County,MA,0
1854,Middlesex County,MA,0
1860,Essex County,MA,0
1862,Middlesex County,MA,0
1863,Middlesex County,MA,0
1864,Middlesex County,MA,0
1867,Middlesex County,MA,0
1876,Essex County,MA,0
1879,Middlesex County,MA,0
1880,Essex County,MA,0
1886,Middlesex County,MA,0
1887,Middlesex County,MA,0
1890,Middlesex County,MA,0
1901,Essex County,MA,0
1902,Essex County,MA,0
1904,Essex County,MA,0
1905,Essex County,MA,0
1906,Essex County,MA,0
1907,Essex County,MA,0
1908,Essex County,MA,0
1913,Essex County,MA,0
1915,Essex County,MA,0
1921,Essex County,MA,0
1922,Essex County,MA,0
1923,Essex County,MA,0
1929,Essex County,MA,0
1930,Essex County,MA,0
1937,Essex County,MA,0
1938,Essex County,MA,0
1940,Essex County,MA,0
1944,Essex County,MA,0
1945,Essex County,MA,0
1949,Essex County,MA,0
1950,Essex County,MA,0
1951,Essex County,MA,0
1952,Essex County,MA,0
1960,Essex County,MA,0
1965,Essex County,MA,0
1966,Essex County,MA,0
1969,Essex County,MA,0
1970,Essex County,MA,0
1982,Essex County,MA,0
1983,Essex County,MA,0
1984,Essex County,MA,0
1985,Essex County,MA,0
2019,Norfolk County,MA,0
2021,Norfolk County,MA,0
2025,Norfolk County,MA,0
2026,Norfolk County,MA,0
2030,Middlesex County,MA,0
2032,Norfolk County,MA,0
2035,Norfolk County,MA,0
2038,Norfolk County,MA,0
2043,Norfolk County,MA,0
2045,Plymouth County,MA,0
2047,Plymouth County,MA,0
2048,Bristol County,MA,0
2050,Plymouth County,MA,0
2052,Norfolk County,MA,0
2053,Norfolk County,MA,0
2054,Middlesex County,MA,0
2056,Norfolk County,MA,0
2061,Plymouth County,MA,0
2062,Norfolk County,MA,0
2066,Norfolk County,MA,0
2067,Norfolk County,MA,0
2071,Norfolk County,MA,0
2072,Norfolk County,MA,0
2081,Norfolk County,MA,0
2090,Norfolk County,MA,0
2093,Norfolk County,MA,0
2108,Suffolk County,MA,0
2109,Suffolk County,MA,0
2110,Suffolk County,MA,0
2111,Suffolk County,MA,0
2113,Suffolk County,MA,0
2114,Suffolk County,MA,0
2115,Suffolk County,MA,0
2116,Suffolk County,MA,0
2118,Suffolk County,MA,0
2119,Suffolk County,MA,0
2120,Suffolk County,MA,0
2121,Suffolk County,MA,0
2122,Suffolk County,MA,0
2124,Suffolk County,MA,0
2125,Suffolk County,MA,0
2126,Suffolk County,MA,0
2127,Suffolk County,MA,0
2128,Suffolk County,MA,0
2129,Suffolk County,MA,0
2130,Norfolk County,MA,0
2131,Suffolk County,MA,0
2132,Suffolk County,MA,0
2133,Suffolk County,MA,0
2134,Suffolk County,MA,0
2135,Norfolk County,MA,0
2136,Norfolk County,MA,0
2138,Middlesex County,MA,0
2139,Middlesex County,MA,0
2140,Middlesex County,MA,0
2141,Middlesex County,MA,0
2142,Middlesex County,MA,0
2143,Middlesex County,MA,0
2144,Middlesex County,MA,0
2145,Middlesex County,MA,0
2148,Middlesex County,MA,0
2149,Middlesex County,MA,0
2150,Middlesex County,MA,0
2151,Middlesex County,MA,0
2152,Suffolk County,MA,0
2155,Middlesex County,MA,0
2163,Suffolk County,MA,0
2169,Norfolk County,MA,0
2170,Norfolk County,MA,0
2171,Norfolk County,MA,0
2176,Middlesex County,MA,0
2180,Middlesex County,MA,0
2184,Norfolk County,MA,0
2186,Norfolk County,MA,0
2188,Norfolk County,MA,0
2189,Norfolk County,MA,0
2190,Norfolk County,MA,0
2191,Norfolk County,MA,0
2199,Suffolk County,MA,0
2203,Suffolk County,MA,0
2205,Suffolk County,MA,0
2210,Suffolk County,MA,0
2215,Norfolk County,MA,0
2301,Plymouth County,MA,0
2302,Norfolk County,MA,0
2322,Norfolk County,MA,0
2324,Bristol County,MA,0
2325,Plymouth County,MA,0
2330,Plymouth County,MA,0
2332,Plymouth County,MA,0
2333,Plymouth County,MA,0
2338,Plymouth County,MA,0
2339,Plymouth County,MA,0
2341,Plymouth County,MA,0
2343,Norfolk County,MA,0
2346,Plymouth County,MA,0
2347,Bristol County,MA,0
2350,Plymouth County,MA,0
2351,Plymouth County,MA,0
2356,Bristol County,MA,0
2357,Bristol County,MA,0
2359,Plymouth County,MA,0
2360,Barnstable County,MA,0
2364,Plymouth County,MA,0
2366,Plymouth County,MA,0
2367,Plymouth County,MA,0
2368,Norfolk County,MA,0
2370,Plymouth County,MA,0
2375,Bristol County,MA,0
2379,Plymouth County,MA,0
2382,Plymouth County,MA,0
2420,Middlesex County,MA,0
2421,Middlesex County,MA,0
2445,Norfolk County,MA,0
2446,Norfolk County,MA,0
2451,Middlesex County,MA,0
2452,Middlesex County,MA,0
2453,Middlesex County,MA,0
2458,Middlesex County,MA,0
2459,Middlesex County,MA,0
2460,Middlesex County,MA,0
2461,Middlesex County,MA,0
2462,Middlesex County,MA,0
2464,Middlesex County,MA,0
2465,Middlesex County,MA,0
2466,Middlesex County,MA,0
2467,Middlesex County,MA,0
2468,Middlesex County,MA,0
2472,Middlesex County,MA,0
2474,Middlesex County,MA,0
2476,Middlesex County,MA,0
2478,Middlesex County,MA,0
2481,Norfolk County,MA,0
2482,Norfolk County,MA,0
2492,Norfolk County,MA,0
2493,Middlesex County,MA,0
2494,Norfolk County,MA,0
2532,Barnstable County,MA,0
2534,Barnstable County,MA,0
2535,Dukes County,MA,0
2536,Barnstable County,MA,0
2537,Barnstable County,MA,0
2538,Plymouth County,MA,0
2539,Dukes County,MA,0
2540,Barnstable County,MA,0
2542,Barnstable County,MA,0
2543,Barnstable County,MA,0
2553,Barnstable County,MA,0
2554,Nantucket County,MA,0
2556,Barnstable County,MA,0
2557,Dukes County,MA,0
2558,Plymouth County,MA,0
2559,Barnstable County,MA,0
2561,Barnstable County,MA,0
2562,Barnstable County,MA,0
2563,Barnstable County,MA,0
2564,Nantucket County,MA,0
2568,Bristol County,MA,0
2571,Plymouth County,MA,0
2575,Dukes County,MA,0
2576,Plymouth County,MA,0
2584,Nantucket County,MA,0
2601,Barnstable County,MA,0
2630,Barnstable County,MA,0
2631,Barnstable County,MA,0
2632,Barnstable County,MA,0
2633,Barnstable County,MA,0
2635,Barnstable County,MA,0
2637,Barnstable County,MA,0
2638,Barnstable County,MA,0
2639,Barnstable County,MA,0
2641,Barnstable County,MA,0
2642,Barnstable County,MA,0
2643,Barnstable County,MA,0
2644,Barnstable County,MA,0
2645,Barnstable County,MA,0
2646,Barnstable County,MA,0
2647,Barnstable County,MA,0
2648,Barnstable County,MA,0
2649,Barnstable County,MA,0
2650,Barnstable County,MA,0
2652,Barnstable County,MA,0
2653,Barnstable County,MA,0
2655,Barnstable County,MA,0
2657,Barnstable County,MA,0
2659,Barnstable County,MA,0
2660,Barnstable County,MA,0
2663,Barnstable County,MA,0
2664,Barnstable County,MA,0
2666,Barnstable County,MA,1
2667,Barnstable County,MA,0
2668,Barnstable County,MA,0
2670,Barnstable County,MA,0
2671,Barnstable County,MA,0
2672,Barnstable County,MA,0
2673,Barnstable County,MA,0
2675,Barnstable County,MA,0
2702,Bristol County,MA,0
2703,Bristol County,MA,0
2713,Dukes County,MA,0
2715,Bristol County,MA,0
2717,Bristol County,MA,0
2718,Bristol County,MA,0
2719,Bristol County,MA,0
2720,Bristol County,MA,0
2721,Bristol County,MA,0
2723,Bristol County,MA,0
2724,Bristol County,MA,0
2725,Bristol County,MA,0
2726,Bristol County,MA,0
2738,Plymouth County,MA,0
2739,Plymouth County,MA,0
2740,Bristol County,MA,0
2743,Bristol County,MA,0
2744,Bristol County,MA,0
2745,Bristol County,MA,0
2746,Bristol County,MA,0
2747,Bristol County,MA,0
2748,Bristol County,MA,0
2760,Bristol County,MA,0
2762,Bristol County,MA,0
2763,Bristol County,MA,0
2764,Bristol County,MA,0
2766,Bristol County,MA,0
2767,Bristol County,MA,0
2769,Bristol County,MA,0
2770,Bristol County,MA,0
2771,Bristol County,MA,0
2777,Bristol County,MA,0
2779,Bristol County,MA,0
2780,Bristol County,MA,0
2790,Bristol County,MA,0
2791,Bristol County,MA,0
2802,Providence County,RI,0
2804,Washington County,RI,0
2806,Bristol County,RI,0
2807,Washington County,RI,0
2808,Washington County,RI,0
2809,Bristol County,RI,0
2812,Washington County,RI,0
2813,Washington County,RI,0
2814,Providence County,RI,0
2815,Providence County,RI,0
2816,Kent County,RI,0
2817,Kent County,RI,0
2818,Kent County,RI,0
2822,Washington County,RI,0
2823,Providence County,RI,0
2824,Providence County,RI,0
2825,Providence County,RI,0
2826,Providence County,RI,0
2827,Kent County,RI,0
2828,Providence County,RI,0
2829,Providence County,RI,0
2830,Providence County,RI,0
2831,Kent County,RI,0
2832,Washington County,RI,0
2833,Washington County,RI,0
2835,Newport County,RI,0
2836,Washington County,RI,0
2837,Newport County,RI,0
2838,Providence County,RI,0
2839,Providence County,RI,0
2840,Newport County,RI,0
2841,Newport County,RI,0
2842,Newport County,RI,0
2852,Kent County,RI,0
2857,Providence County,RI,0
2858,Providence County,RI,0
2859,Providence County,RI,0
2860,Providence County,RI,0
2861,Providence County,RI,0
2863,Providence County,RI,0
2864,Providence County,RI,0
2865,Providence County,RI,0
2871,Newport County,RI,0
2872,Newport County,RI,1
2873,Washington County,RI,0
2874,Washington County,RI,0
2875,Washington County,RI,0
2876,Providence County,RI,0
2878,Newport County,RI,0
2879,Washington County,RI,0
2881,Washington County,RI,0
2882,Washington County,RI,0
2885,Bristol County,RI,0
2886,Kent County,RI,0
2888,Kent County,RI,0
2889,Kent County,RI,0
2891,Washington County,RI,0
2892,Washington County,RI,0
2893,Kent County,RI,0
2894,Washington County,RI,0
2895,Providence County,RI,0
2896,Providence County,RI,0
2898,Washington County,RI,0
2903,Providence County,RI,0
2904,Providence County,RI,0
2905,Providence County,RI,0
2906,Providence County,RI,0
2907,Providence County,RI,0
2908,Providence County,RI,0
2909,Providence County,RI,0
2910,Providence County,RI,0
2911,Providence County,RI,0
2912,Providence County,RI,0
2914,Providence County,RI,0
2915,Bristol County,RI,0
2916,Providence County,RI,0
2917,Providence County,RI,0
2918,Providence County,RI,0
2919,Providence County,RI,0
2920,Kent County,RI,0
2921,Providence County,RI,0
3031,Hillsborough County,NH,0
3032,Rockingham County,NH,0
3033,Hillsborough County,NH,0
3034,Merrimack County,NH,0
3036,Rockingham County,NH,0
3037,Rockingham County,NH,0
3038,Rockingham County,NH,0
3042,Rockingham County,NH,0
3043,Hillsborough County,NH,0
3044,Rockingham County,NH,0
3045,Hillsborough County,NH,0
3046,Merrimack County,NH,0
3047,Hillsborough County,NH,0
3048,Hillsborough County,NH,0
3049,Hillsborough County,NH,0
3051,Hillsborough County,NH,0
3052,Hillsborough County,NH,0
3053,Rockingham County,NH,0
3054,Hillsborough County,NH,0
3055,Hillsborough County,NH,0
3057,Hillsborough County,NH,0
3060,Hillsborough County,NH,0
3062,Hillsborough County,NH,0
3063,Hillsborough County,NH,0
3064,Hillsborough County,NH,0
3070,Hillsborough County,NH,0
3071,Hillsborough County,NH,0
3076,Hillsborough County,NH,0
3077,Rockingham County,NH,0
3079,Rockingham County,NH,0
3082,Hillsborough County,NH,0
3084,Hillsborough County,NH,0
3086,Hillsborough County,NH,0
3087,Rockingham County,NH,0
3101,Hillsborough County,NH,0
3102,Hillsborough County,NH,0
3103,Hillsborough County,NH,0
3104,Hillsborough County,NH,0
3106,Hillsborough County,NH,0
3109,Hillsborough County,NH,0
3110,Hillsborough County,NH,0
3215,Grafton County,NH,0
3216,Merrimack County,NH,0
3217,Belknap County,NH,0
3218,Belknap County,NH,0
3220,Belknap County,NH,0
3221,Merrimack County,NH,0
3222,Grafton County,NH,0
3223,Grafton County,NH,0
3224,Merrimack County,NH,0
3225,Belknap County,NH,0
3226,Belknap County,NH,0
3227,Carroll County,NH,0
3229,Merrimack County,NH,0
3230,Merrimack County,NH,0
3231,Merrimack County,NH,0
3233,Merrimack County,NH,0
3234,Merrimack County,NH,0
3235,Merrimack County,NH,0
3237,Belknap County,NH,0
3238,Grafton County,NH,0
3240,Grafton County,NH,0
3241,Grafton County,NH,0
3242,Merrimack County,NH,0
3243,Grafton County,NH,0
3244,Hillsborough County,NH,0
3245,Belknap County,NH,0
3246,Belknap County,NH,0
3249,Belknap County,NH,0
3251,Grafton County,NH,0
3253,Belknap County,NH,0
3254,Belknap County,NH,0
3255,Merrimack County,NH,0
3256,Belknap County,NH,0
3257,Merrimack County,NH,0
3258,Merrimack County,NH,0
3259,Carroll County,NH,0
3260,Merrimack County,NH,0
3261,Rockingham County,NH,0
3262,Grafton County,NH,0
3263,Belknap County,NH,0
3264,Grafton County,NH,0
3266,Grafton County,NH,0
3268,Merrimack County,NH,0
3269,Belknap County,NH,0
3273,Merrimack County,NH,0
3275,Merrimack County,NH,0
3276,Belknap County,NH,0
3278,Merrimack County,NH,0
3279,Grafton County,NH,0
3280,Cheshire County,NH,0
3281,Hillsborough County,NH,0
3282,Grafton County,NH,0
3284,Sullivan County,NH,0
3285,Grafton County,NH,0
3287,Merrimack County,NH,0
3290,Rockingham County,NH,0
3291,Rockingham County,NH,1
3301,Merrimack County,NH,0
3303,Merrimack County,NH,0
3304,Merrimack County,NH,0
3307,Merrimack County,NH,0
3431,Cheshire County,NH,0
3440,Hillsborough County,NH,0
3441,Cheshire County,NH,1
3442,Hillsborough County,NH,0
3443,Cheshire County,NH,0
3444,Cheshire County,NH,0
3445,Cheshire County,NH,0
3446,Cheshire County,NH,0
3447,Cheshire County,NH,0
3448,Cheshire County,NH,0
3449,Hillsborough County,NH,0
3450,Cheshire County,NH,0
3451,Cheshire County,NH,0
3452,Cheshire County,NH,0
3455,Cheshire County,NH,0
3456,Cheshire County,NH,0
3457,Cheshire County,NH,0
3458,Cheshire County,NH,0
3461,Cheshire County,NH,0
3462,Cheshire County,NH,0
3464,Cheshire County,NH,0
3465,Cheshire County,NH,0
3466,Cheshire County,NH,0
3467,Cheshire County,NH,0
3470,Cheshire County,NH,0
3561,Grafton County,NH,0
3570,Coos County,NH,0
3574,Coos County,NH,0
3575,Coos County,NH,0
3576,Coos County,NH,0
3579,Coos County,NH,0
3580,Grafton County,NH,0
3581,Coos County,NH,0
3582,Coos County,NH,0
3583,Coos County,NH,0
3584,Coos County,NH,0
3585,Grafton County,NH,0
3586,Grafton County,NH,0
3588,Coos County,NH,0
3590,Coos County,NH,0
3592,Coos County,NH,0
3593,Coos County,NH,0
3595,Coos County,NH,0
3597,Coos County,NH,0
3598,Coos County,NH,0
3601,Sullivan County,NH,0
3602,Cheshire County,NH,0
3603,Sullivan County,NH,0
3604,Cheshire County,NH,0
3605,Sullivan County,NH,0
3607,Cheshire County,NH,0
3608,Cheshire County,NH,0
3609,Cheshire County,NH,0
3740,Grafton County,NH,0
3741,Grafton County,NH,0
3743,Sullivan County,NH,0
3745,Sullivan County,NH,0
3748,Grafton County,NH,0
3750,Grafton County,NH,0
3751,Sullivan County,NH,0
3752,Sullivan County,NH,0
3753,Grafton County,NH,0
3755,Grafton County,NH,0
3765,Grafton County,NH,0
3766,Grafton County,NH,0
3768,Grafton County,NH,0
3770,Sullivan County,NH,0
3771,Grafton County,NH,0
3773,Sullivan County,NH,0
3774,Grafton County,NH,0
3777,Grafton County,NH,0
3779,Grafton County,NH,0
3780,Grafton County,NH,0
3781,Sullivan County,NH,0
3782,Sullivan County,NH,0
3784,Grafton County,NH,0
3785,Grafton County,NH,0
3801,Rockingham County,NH,0
3809,Belknap County,NH,0
3810,Belknap County,NH,0
3811,Rockingham County,NH,0
3812,Carroll County,NH,0
3813,Carroll County,NH,0
3814,Carroll County,NH,0
3816,Carroll County,NH,0
3817,Carroll County,NH,0
3818,Carroll County,NH,0
3819,Rockingham County,NH,0
3820,Strafford County,NH,0
3823,Strafford County,NH,0
3824,Rockingham County,NH,0
3825,Rockingham County,NH,0
3826,Rockingham County,NH,0
3827,Rockingham County,NH,0
3830,Carroll County,NH,0
3832,Carroll County,NH,0
3833,Rockingham County,NH,0
3835,Strafford County,NH,0
3836,Carroll County,NH,0
3837,Belknap County,NH,0
